year,buyer,buyer_sales,seller,seller_sector,total_trans
2009,3,1051.0095,34,3,5.3653631
2009,3,1051.0095,21,5,14.660018
2010,3,2039.5792,21,5,8.8046532
2010,3,2039.5792,46,6,10.700656
2010,3,2039.5792,34,3,8.569231
2010,3,2039.5792,8,2,3.5671036
2010,3,2039.5792,19,4,5.7658057
2010,3,2039.5792,50,1,2.1716936
2000,4,1131.1018,11,10,13.679742
2000,4,1131.1018,44,2,12.460024
2000,4,1131.1018,17,6,15.658852
2000,4,1131.1018,43,7,4.2852011
2000,4,1131.1018,48,3,23.940285
2000,4,1131.1018,21,4,15.29154
2000,4,1131.1018,22,1,28.638062
2000,4,1131.1018,1,5,17.148069
2001,4,89.285728,11,10,16.176685
2001,4,89.285728,13,6,2.8839703
2001,4,89.285728,7,9,14.917151
2001,4,89.285728,43,7,9.3018293
2001,4,89.285728,16,8,4.0186062
2001,4,89.285728,16,3,28.099091
2001,4,89.285728,21,4,1.0890548
2001,4,89.285728,25,5,9.4342613
2001,4,89.285728,22,1,3.3650773
2002,4,1099.3904,29,2,1
2002,4,1099.3904,9,4,1
2002,4,1099.3904,49,5,7.0086713
2002,4,1099.3904,16,3,1
2002,4,1099.3904,11,10,36.260296
2002,4,1099.3904,7,9,17.020067
2002,4,1099.3904,43,7,17.864851
2002,4,1099.3904,22,1,4.9315052
2002,4,1099.3904,8,8,13.305037
2003,4,1121.3931,9,4,14.324805
2003,4,1121.3931,13,6,1.607612
2003,4,1121.3931,8,8,24.854395
2003,4,1121.3931,20,2,12.246011
2003,4,1121.3931,16,3,19.361345
2003,4,1121.3931,49,5,20.152233
2003,4,1121.3931,7,9,10.506133
2003,4,1121.3931,10,10,14.954469
2003,4,1121.3931,33,1,3.3861215
2004,4,1159.4435,43,7,16.047108
2004,4,1159.4435,22,9,21.145082
2004,4,1159.4435,49,5,21.16498
2004,4,1159.4435,45,1,10.559615
2004,4,1159.4435,13,6,31.468567
2004,4,1159.4435,35,3,30.807499
2004,4,1159.4435,9,4,3.430773
2004,4,1159.4435,8,8,18.640385
2004,4,1159.4435,20,2,6.1794477
2005,4,1087.0636,42,3,18.264021
2005,4,1087.0636,13,6,11.371696
2005,4,1087.0636,9,4,6.872025
2005,4,1087.0636,10,10,17.618446
2005,4,1087.0636,49,5,5.7191272
2005,4,1087.0636,27,9,26.218277
2005,4,1087.0636,43,7,1
2006,4,1075.4019,49,5,7.1311445
2006,4,1075.4019,42,3,14.775323
2006,4,1075.4019,13,6,7.5530057
2006,4,1075.4019,5,8,1
2006,4,1075.4019,17,4,12.496611
2006,4,1075.4019,43,7,2.0511982
2006,4,1075.4019,45,1,18.00728
2006,4,1075.4019,10,10,12.387328
2007,4,1169.2773,46,6,35.687977
2007,4,1169.2773,17,4,20.365944
2007,4,1169.2773,27,9,19.232601
2007,4,1169.2773,43,7,6.984901
2007,4,1169.2773,42,3,12.866715
2007,4,1169.2773,35,8,23.540131
2007,4,1169.2773,29,1,32.597672
2007,4,1169.2773,20,2,18.001381
2008,4,1095.1925,9,7,1
2008,4,1095.1925,17,4,1
2008,4,1095.1925,10,10,19.145121
2008,4,1095.1925,42,3,14.022303
2008,4,1095.1925,27,9,8.2822151
2008,4,1095.1925,46,6,2.0650074
2008,4,1095.1925,20,2,2.915405
2008,4,1095.1925,40,5,18.618889
2008,4,1095.1925,35,8,20.196705
2008,4,1095.1925,29,1,7.9468656
2009,4,1106.4164,29,1,10.329744
2009,4,1106.4164,17,4,18.09837
2009,4,1106.4164,46,6,15.651863
2009,4,1106.4164,20,2,1.6563827
2009,4,1106.4164,40,5,28.89065
2009,4,1106.4164,10,7,11.728951
2009,4,1106.4164,42,3,20.060436
2010,4,114.4882,27,9,5.2119827
2010,4,114.4882,20,2,33.595657
2010,4,114.4882,29,1,5.5949292
2010,4,114.4882,3,6,13.357873
2010,4,114.4882,14,5,9.4017134
2010,4,114.4882,10,10,13.771986
2010,4,114.4882,35,8,12.875128
2010,4,114.4882,17,4,1
2010,4,114.4882,10,7,18.678928
2010,4,114.4882,42,3,1
2005,5,88.058731,37,4,1
2005,5,88.058731,9,11,17.285261
2005,5,88.058731,34,10,19.611511
2005,5,88.058731,12,7,1
2005,5,88.058731,37,12,20.065876
2005,5,88.058731,16,5,16.292383
2005,5,88.058731,30,1,1.2450745
2005,5,88.058731,32,8,11.558622
2006,5,1103.1219,12,7,1
2006,5,1103.1219,35,4,1
2006,5,1103.1219,29,11,11.372955
2006,5,1103.1219,16,5,1
2006,5,1103.1219,49,8,14.423847
2006,5,1103.1219,34,10,30.290211
2006,5,1103.1219,30,1,4.2969766
2006,5,1103.1219,28,6,1
2006,5,1103.1219,28,9,18.39686
2006,5,1103.1219,2,3,19.341169
2006,5,1103.1219,27,2,1
2007,5,107.67076,17,8,7.0023141
2007,5,107.67076,41,4,1
2007,5,107.67076,28,5,25.204975
2007,5,107.67076,27,2,4.1083608
2007,5,107.67076,2,3,6.6138587
2007,5,107.67076,42,9,11.084855
2007,5,107.67076,29,11,14.411798
2007,5,107.67076,30,1,6.0132174
2007,5,107.67076,28,6,10.951438
2007,5,107.67076,12,7,14.159739
2007,5,107.67076,9,10,4.3939896
2007,5,107.67076,23,12,2.7262127
2000,6,3288.8906,46,4,15.447262
2000,6,3288.8906,5,1,17.817545
2000,6,3288.8906,26,11,3.2406766
2000,6,3288.8906,34,2,22.818621
2000,6,3288.8906,13,5,25.048792
2000,6,3288.8906,50,13,2.6001391
2000,6,3288.8906,33,3,45.023888
2000,6,3288.8906,34,8,17.892797
2000,6,3288.8906,19,10,24.389177
2000,6,3288.8906,26,12,31.36537
2000,6,3288.8906,48,7,28.387339
2000,6,3288.8906,41,14,29.736462
2000,6,3288.8906,24,9,13.404065
2000,6,3288.8906,43,6,11.718414
2001,6,1145.6715,24,1,1
2001,6,1145.6715,34,2,1
2001,6,1145.6715,24,9,30.142452
2001,6,1145.6715,48,7,18.604301
2001,6,1145.6715,41,14,18.734921
2001,6,1145.6715,13,5,28.572651
2001,6,1145.6715,8,6,9.3379765
2001,6,1145.6715,26,12,15.500284
2001,6,1145.6715,33,3,1
2001,6,1145.6715,19,10,19.428028
2001,6,1145.6715,34,8,2.3509464
2002,6,1267.905,24,1,35.009605
2002,6,1267.905,26,12,45.817417
2002,6,1267.905,27,7,26.788233
2002,6,1267.905,24,9,31.029224
2002,6,1267.905,18,4,27.318882
2002,6,1267.905,33,3,2.5791061
2002,6,1267.905,16,6,10.862412
2002,6,1267.905,34,8,19.967884
2002,6,1267.905,35,5,1
2002,6,1267.905,34,14,13.717643
2002,6,1267.905,34,2,13.735482
2002,6,1267.905,26,11,8.8941202
2002,6,1267.905,49,13,31.185087
2003,6,1171.2482,34,8,36.21423
2003,6,1171.2482,35,5,1.3686848
2003,6,1171.2482,27,7,8.9067965
2003,6,1171.2482,45,12,9.9535713
2003,6,1171.2482,8,9,16.882189
2003,6,1171.2482,7,11,22.750887
2003,6,1171.2482,1,4,10.647669
2003,6,1171.2482,16,6,10.919394
2003,6,1171.2482,49,13,8.7713747
2003,6,1171.2482,35,3,13.958131
2003,6,1171.2482,43,10,29.875212
2003,6,1171.2482,34,2,1
2004,6,2186.6094,21,4,17.15785
2004,6,2186.6094,10,3,14.781491
2004,6,2186.6094,46,5,1
2004,6,2186.6094,49,13,38.958286
2004,6,2186.6094,16,6,19.719193
2004,6,2186.6094,24,1,1
2004,6,2186.6094,38,9,23.023037
2004,6,2186.6094,41,7,8.5429134
2004,6,2186.6094,34,14,37.268875
2004,6,2186.6094,22,2,1
2004,6,2186.6094,12,8,10.800258
2004,6,2186.6094,7,11,13.357401
2005,6,1201.4779,39,8,1
2005,6,1201.4779,7,11,24.287746
2005,6,1201.4779,45,12,26.645048
2005,6,1201.4779,47,1,35.477482
2005,6,1201.4779,2,9,1
2005,6,1201.4779,32,5,3.9530373
2005,6,1201.4779,16,6,24.92679
2005,6,1201.4779,25,13,13.765465
2005,6,1201.4779,41,7,19.643919
2005,6,1201.4779,22,2,12.02527
2005,6,1201.4779,34,14,13.695243
2005,6,1201.4779,10,3,22.574162
2005,6,1201.4779,39,10,2.483701
2006,6,1216.1205,16,6,25.891352
2006,6,1216.1205,35,14,36.513496
2006,6,1216.1205,22,2,12.157273
2006,6,1216.1205,35,4,1
2006,6,1216.1205,45,12,1
2006,6,1216.1205,39,8,6.6432199
2006,6,1216.1205,2,9,25.656551
2006,6,1216.1205,25,13,25.518879
2006,6,1216.1205,41,7,16.055878
2006,6,1216.1205,32,5,2.8179965
2006,6,1216.1205,39,10,24.47434
2006,6,1216.1205,8,11,9.0683517
2006,6,1216.1205,47,1,28.32312
2006,6,1216.1205,10,3,1
2007,6,1256.6067,31,8,4.2558308
2007,6,1256.6067,25,13,50.273296
2007,6,1256.6067,16,6,1
2007,6,1256.6067,39,10,34.433331
2007,6,1256.6067,43,1,7.8817596
2007,6,1256.6067,27,3,10.429685
2007,6,1256.6067,36,4,1
2007,6,1256.6067,23,9,43.030743
2007,6,1256.6067,22,2,25.143053
2007,6,1256.6067,45,12,13.343868
2007,6,1256.6067,40,14,7.1465588
2007,6,1256.6067,32,5,24.552557
2007,6,1256.6067,22,7,7.6734009
2007,6,1256.6067,46,11,26.442589
2008,6,1114.2009,16,1,5.5791159
2008,6,1114.2009,34,4,5.8484411
2008,6,1114.2009,46,11,6.3529968
2008,6,1114.2009,25,13,11.872124
2008,6,1114.2009,45,12,1
2008,6,1114.2009,22,7,23.243702
2008,6,1114.2009,8,10,18.393751
2008,6,1114.2009,26,9,2.323204
2008,6,1114.2009,32,5,9.5279713
2008,6,1114.2009,8,2,1
2008,6,1114.2009,25,8,9.2214394
2008,6,1114.2009,29,3,14.054164
2008,6,1114.2009,16,6,5.7839651
2009,6,228.72083,32,5,24.769562
2009,6,228.72083,25,8,18.84585
2009,6,228.72083,26,9,8.1499834
2009,6,228.72083,8,10,5.4524417
2009,6,228.72083,8,2,7.1434751
2009,6,228.72083,4,7,31.478962
2009,6,228.72083,25,13,23.604721
2009,6,228.72083,25,4,33.983791
2009,6,228.72083,29,3,28.546953
2009,6,228.72083,45,12,19.471991
2009,6,228.72083,15,6,11.745781
2009,6,228.72083,16,1,15.527315
2010,6,1253.1469,17,11,20.6875
2010,6,1253.1469,48,9,39.285
2010,6,1253.1469,45,12,16.932905
2010,6,1253.1469,16,1,12.192114
2010,6,1253.1469,15,6,8.9667196
2010,6,1253.1469,1,5,15.441806
2010,6,1253.1469,22,14,41.213326
2010,6,1253.1469,8,10,32.686836
2010,6,1253.1469,23,4,23.463659
2010,6,1253.1469,4,7,12.668582
2010,6,1253.1469,25,8,8.130847
2010,6,1253.1469,26,3,21.477547
2001,7,142.48856,12,12,1
2001,7,142.48856,39,5,11.139451
2001,7,142.48856,33,9,21.727922
2001,7,142.48856,10,2,26.099699
2001,7,142.48856,10,11,1
2001,7,142.48856,1,8,1
2001,7,142.48856,42,1,24.890879
2001,7,142.48856,4,3,1
2001,7,142.48856,14,10,15.430534
2001,7,142.48856,17,6,21.116816
2001,7,142.48856,7,13,18.083248
2002,7,183.15483,4,3,30.99419
2002,7,183.15483,10,11,5.3932667
2002,7,183.15483,14,4,13.121581
2002,7,183.15483,1,8,26.231022
2002,7,183.15483,9,7,22.935253
2002,7,183.15483,7,13,11.930713
2002,7,183.15483,12,6,33.078499
2002,7,183.15483,33,2,15.1976
2002,7,183.15483,42,10,1
2002,7,183.15483,42,1,3.9231315
2002,7,183.15483,5,12,19.349567
2003,7,1182.6915,28,4,1
2003,7,1182.6915,42,10,15.368844
2003,7,1182.6915,42,1,1
2003,7,1182.6915,4,3,13.37393
2003,7,1182.6915,9,7,3.0670221
2003,7,1182.6915,7,13,16.511768
2003,7,1182.6915,33,12,17.14418
2003,7,1182.6915,33,9,28.505342
2003,7,1182.6915,33,2,5.2353597
2003,7,1182.6915,16,6,21.406471
2003,7,1182.6915,28,11,13.20159
2003,7,1182.6915,1,8,9.6759872
2003,7,1182.6915,46,5,37.201103
2004,7,2210.1604,16,6,22.633957
2004,7,2210.1604,33,2,9.0407553
2004,7,2210.1604,28,11,15.782557
2004,7,2210.1604,42,1,14.707915
2004,7,2210.1604,28,4,45.133961
2004,7,2210.1604,39,12,35.947956
2004,7,2210.1604,42,10,6.9533033
2004,7,2210.1604,9,7,1
2004,7,2210.1604,48,13,1
2004,7,2210.1604,46,5,8.2488289
2004,7,2210.1604,4,3,13.920649
2004,7,2210.1604,1,8,1
2004,7,2210.1604,33,9,34.790413
2005,7,2233.1365,9,7,24.697073
2005,7,2233.1365,39,12,13.277296
2005,7,2233.1365,46,5,42.732624
2005,7,2233.1365,35,3,5.3872757
2005,7,2233.1365,48,13,19.917381
2005,7,2233.1365,33,9,13.716717
2005,7,2233.1365,25,1,1
2005,7,2233.1365,28,4,9.5422001
2005,7,2233.1365,40,11,27.16844
2005,7,2233.1365,1,8,27.600075
2005,7,2233.1365,33,2,3.4624982
2005,7,2233.1365,34,10,44.634769
2006,7,1219.4866,42,9,14.609576
2006,7,1219.4866,5,2,17.246696
2006,7,1219.4866,14,11,44.3806
2006,7,1219.4866,35,3,2.3073623
2006,7,1219.4866,22,8,33.013802
2006,7,1219.4866,28,4,1
2006,7,1219.4866,22,12,10.020865
2006,7,1219.4866,34,10,21.088156
2006,7,1219.4866,48,13,17.292471
2006,7,1219.4866,43,6,13.240947
2006,7,1219.4866,9,7,45.286072
2007,7,181.48247,35,3,34.072262
2007,7,181.48247,30,6,15.023005
2007,7,181.48247,28,1,19.830612
2007,7,181.48247,10,13,1.2187203
2007,7,181.48247,42,9,15.053852
2007,7,181.48247,34,10,15.815101
2007,7,181.48247,32,5,30.913557
2007,7,181.48247,5,2,1
2007,7,181.48247,14,11,10.387928
2007,7,181.48247,28,4,31.237364
2007,7,181.48247,10,7,1
2007,7,181.48247,22,8,5.9300604
2008,7,228.87651,22,12,26.85339
2008,7,228.87651,24,5,14.078607
2008,7,228.87651,34,13,23.176647
2008,7,228.87651,42,9,29.416103
2008,7,228.87651,5,2,22.058054
2008,7,228.87651,35,3,24.592878
2008,7,228.87651,30,6,5.1250873
2008,7,228.87651,22,8,18.124737
2008,7,228.87651,14,11,20.017916
2008,7,228.87651,32,1,42.492725
2008,7,228.87651,28,4,2.9403622
2009,7,1187.0927,42,9,5.3359661
2009,7,1187.0927,22,8,6.1041846
2009,7,1187.0927,41,7,22.670618
2009,7,1187.0927,34,10,24.34774
2009,7,1187.0927,30,6,28.670713
2009,7,1187.0927,14,11,40.136757
2009,7,1187.0927,50,3,10.700349
2009,7,1187.0927,34,13,46.578606
2009,7,1187.0927,5,2,2.5476897
2010,7,215.61996,24,5,26.073578
2010,7,215.61996,28,4,47.096008
2010,7,215.61996,41,7,3.4647202
2010,7,215.61996,32,1,14.464728
2010,7,215.61996,42,9,38.538887
2010,7,215.61996,34,10,38.4478
2010,7,215.61996,14,11,13.834005
2010,7,215.61996,22,12,30.377235
2010,7,215.61996,30,6,1
2010,7,215.61996,22,8,1
2010,7,215.61996,5,3,1.3230042
2010,8,472.37369,19,18,7.4164891
2010,8,472.37369,21,5,29.157339
2010,8,472.37369,13,17,48.857395
2010,8,472.37369,9,13,11.131506
2010,8,472.37369,4,3,30.951956
2010,8,472.37369,4,12,12.154792
2010,8,472.37369,44,1,20.071253
2010,8,472.37369,21,9,5.3123918
2010,8,472.37369,8,6,30.485395
2010,8,472.37369,22,2,54.096642
2010,8,472.37369,32,14,48.528862
2010,8,472.37369,21,4,57.843304
2010,8,472.37369,21,8,21.166664
2010,8,472.37369,44,10,14.789842
2010,8,472.37369,19,11,50.325417
2010,8,472.37369,17,16,30.084446
2000,9,11.454169,30,1,11.454169
2002,9,13.500958,14,1,13.500958
2003,9,11.613046,14,1,11.613046
2005,9,12.154209,14,1,12.154209
2006,9,14.311414,42,1,14.311414
2007,9,11.119331,42,1,11.119331
2008,9,13.408055,42,1,13.408055
2009,9,11.026602,42,1,11.026602
2010,9,11.95196,42,1,11.95196
2000,10,130.5038,15,1,23.775484
2000,10,130.5038,31,2,28.216988
2000,10,130.5038,2,9,14.87227
2000,10,130.5038,6,6,23.616381
2000,10,130.5038,28,8,16.586424
2000,10,130.5038,25,5,23.436258
2001,10,52.874622,28,2,5.6611876
2001,10,52.874622,28,8,1
2001,10,52.874622,22,4,11.340253
2001,10,52.874622,13,3,1
2001,10,52.874622,12,9,4.2989097
2001,10,52.874622,15,1,13.968631
2001,10,52.874622,31,6,10.055814
2001,10,52.874622,11,7,5.5498271
2002,10,242.82553,44,7,13.847548
2002,10,242.82553,28,2,29.295242
2002,10,242.82553,12,9,22.579948
2002,10,242.82553,22,4,24.316694
2002,10,242.82553,30,5,33.637157
2002,10,242.82553,28,8,25.250284
2002,10,242.82553,15,1,27.161989
2002,10,242.82553,31,6,33.173641
2002,10,242.82553,13,3,33.563026
2003,10,140.83173,28,8,27.537754
2003,10,140.83173,12,9,26.749781
2003,10,140.83173,31,6,20.534889
2003,10,140.83173,13,3,18.734118
2003,10,140.83173,28,2,18.855568
2003,10,140.83173,22,4,23.585184
2003,10,140.83173,15,1,4.8344393
2004,10,184.8083,28,8,17.743814
2004,10,184.8083,31,6,2.8607283
2004,10,184.8083,32,9,17.191687
2004,10,184.8083,13,3,19.178144
2004,10,184.8083,22,4,27.88582
2004,10,184.8083,30,5,38.65041
2004,10,184.8083,18,7,9.8594265
2004,10,184.8083,15,1,28.099131
2004,10,184.8083,28,2,23.339148
2005,10,134.4863,28,2,1
2005,10,134.4863,25,4,23.827965
2005,10,134.4863,13,3,11.481076
2005,10,134.4863,15,1,2.6796026
2005,10,134.4863,30,5,22.215303
2005,10,134.4863,32,9,17.668739
2005,10,134.4863,28,8,15.344166
2005,10,134.4863,1,6,24.651888
2005,10,134.4863,18,7,15.617552
2006,10,166.20126,13,3,22.493767
2006,10,166.20126,18,1,3.119489
2006,10,166.20126,3,2,29.869316
2006,10,166.20126,25,4,13.396558
2006,10,166.20126,18,7,15.184837
2006,10,166.20126,28,8,26.062191
2006,10,166.20126,4,5,17.021719
2006,10,166.20126,30,9,39.053387
2007,10,135.97211,16,4,6.5124149
2007,10,135.97211,3,2,23.825752
2007,10,135.97211,4,5,14.529222
2007,10,135.97211,30,9,14.19609
2007,10,135.97211,11,8,11.304376
2007,10,135.97211,13,3,25.565006
2007,10,135.97211,18,7,27.375797
2007,10,135.97211,18,1,2.1939163
2007,10,135.97211,41,6,10.469531
2008,10,92.916069,12,9,14.358557
2008,10,92.916069,16,4,2.8110826
2008,10,92.916069,18,1,18.263859
2008,10,92.916069,13,3,6.2174168
2008,10,92.916069,18,7,28.457651
2008,10,92.916069,34,5,22.807505
2009,10,1137.109,34,5,14.082468
2009,10,1137.109,16,4,22.195494
2009,10,1137.109,16,2,13.298812
2009,10,1137.109,13,3,4.9936643
2009,10,1137.109,12,9,25.480824
2009,10,1137.109,11,8,26.206038
2009,10,1137.109,18,7,25.04357
2009,10,1137.109,49,6,5.8081579
2010,10,1149.2937,18,7,21.723118
2010,10,1149.2937,13,3,14.168104
2010,10,1149.2937,34,4,16.233612
2010,10,1149.2937,11,8,15.563088
2010,10,1149.2937,16,2,20.244396
2010,10,1149.2937,49,6,20.610405
2010,10,1149.2937,14,5,13.983775
2010,10,1149.2937,18,1,11.192158
2010,10,1149.2937,12,9,15.575094
2000,11,1301.036,23,1,24.949259
2000,11,1301.036,5,15,43.413284
2000,11,1301.036,17,2,1
2000,11,1301.036,47,3,42.415848
2000,11,1301.036,12,13,43.008499
2000,11,1301.036,3,4,30.322386
2000,11,1301.036,12,10,24.472971
2000,11,1301.036,39,9,26.898413
2000,11,1301.036,3,12,27.943161
2000,11,1301.036,19,7,5.6712756
2000,11,1301.036,36,14,30.940857
2001,11,2324.9609,2,3,10.795067
2001,11,2324.9609,3,4,13.165247
2001,11,2324.9609,17,2,7.8694949
2001,11,2324.9609,6,8,8.9372082
2001,11,2324.9609,14,10,34.428993
2001,11,2324.9609,12,13,39.532757
2001,11,2324.9609,47,5,1
2001,11,2324.9609,48,14,18.482651
2001,11,2324.9609,14,11,40.121807
2001,11,2324.9609,3,12,38.260494
2001,11,2324.9609,19,7,17.023289
2001,11,2324.9609,42,6,22.70359
2001,11,2324.9609,39,9,33.89571
2001,11,2324.9609,44,15,23.487604
2001,11,2324.9609,9,1,15.257096
2002,11,1315.6833,19,7,4.5170169
2002,11,1315.6833,17,2,11.269598
2002,11,1315.6833,14,11,5.8280802
2002,11,1315.6833,39,9,25.558119
2002,11,1315.6833,2,3,1
2002,11,1315.6833,33,8,16.885929
2002,11,1315.6833,42,6,1
2002,11,1315.6833,8,5,28.93774
2002,11,1315.6833,3,4,16.660629
2002,11,1315.6833,14,10,31.257689
2002,11,1315.6833,9,1,35.277058
2002,11,1315.6833,48,14,49.052448
2002,11,1315.6833,44,15,49.966454
2002,11,1315.6833,12,13,38.472496
2003,11,1371.127,36,3,24.696905
2003,11,1371.127,33,6,23.996313
2003,11,1371.127,3,4,13.874056
2003,11,1371.127,17,2,15.94482
2003,11,1371.127,3,12,27.709053
2003,11,1371.127,14,10,28.319685
2003,11,1371.127,14,11,29.88308
2003,11,1371.127,39,9,31.048452
2003,11,1371.127,37,13,20.25325
2003,11,1371.127,46,7,36.111794
2003,11,1371.127,9,1,1.007928
2003,11,1371.127,8,5,3.2740448
2003,11,1371.127,33,8,35.707104
2003,11,1371.127,44,15,40.978134
2003,11,1371.127,44,14,38.322311
2004,11,371.53638,3,4,45.036118
2004,11,371.53638,4,7,35.718193
2004,11,371.53638,14,11,29.652637
2004,11,371.53638,33,6,20.296074
2004,11,371.53638,44,15,27.886854
2004,11,371.53638,44,14,61.523468
2004,11,371.53638,8,1,1
2004,11,371.53638,8,5,6.1241527
2004,11,371.53638,3,12,49.96542
2004,11,371.53638,39,9,17.294407
2004,11,371.53638,37,13,31.479753
2004,11,371.53638,33,8,10.535374
2004,11,371.53638,17,2,35.023922
2005,11,1388.6685,33,8,42.423626
2005,11,1388.6685,8,11,47.552414
2005,11,1388.6685,3,4,20.99732
2005,11,1388.6685,44,14,23.61367
2005,11,1388.6685,46,9,1
2005,11,1388.6685,44,15,22.155067
2005,11,1388.6685,4,7,19.767853
2005,11,1388.6685,14,10,17.98653
2005,11,1388.6685,16,12,26.947721
2005,11,1388.6685,33,6,53.001205
2005,11,1388.6685,17,2,7.9512529
2005,11,1388.6685,36,3,44.037487
2005,11,1388.6685,37,13,22.462442
2005,11,1388.6685,22,5,38.771885
2006,11,1264.3746,44,15,6.2381916
2006,11,1264.3746,46,9,21.839195
2006,11,1264.3746,29,1,10.210604
2006,11,1264.3746,36,3,25.398247
2006,11,1264.3746,8,11,1.8758373
2006,11,1264.3746,16,12,26.471876
2006,11,1264.3746,33,6,1
2006,11,1264.3746,3,4,23.60051
2006,11,1264.3746,44,14,26.864351
2006,11,1264.3746,22,5,20.25514
2006,11,1264.3746,34,13,34.4231
2006,11,1264.3746,4,7,1
2006,11,1264.3746,14,10,31.621805
2006,11,1264.3746,33,8,33.575817
2007,11,1257.8854,36,3,32.668293
2007,11,1257.8854,3,4,3.2475078
2007,11,1257.8854,42,6,37.238789
2007,11,1257.8854,16,12,15.258207
2007,11,1257.8854,33,8,31.223454
2007,11,1257.8854,4,15,30.403738
2007,11,1257.8854,4,7,19.978868
2007,11,1257.8854,46,9,1.4839401
2007,11,1257.8854,44,14,14.475012
2007,11,1257.8854,8,11,44.00325
2007,11,1257.8854,6,10,1
2007,11,1257.8854,30,2,1
2007,11,1257.8854,22,5,1
2007,11,1257.8854,29,1,24.904268
2008,11,1330.295,44,14,25.532829
2008,11,1330.295,46,9,26.102924
2008,11,1330.295,36,3,15.234446
2008,11,1330.295,32,11,30.215126
2008,11,1330.295,23,13,21.123983
2008,11,1330.295,33,8,30.970036
2008,11,1330.295,22,5,19.03051
2008,11,1330.295,16,12,33.583748
2008,11,1330.295,6,10,35.143261
2008,11,1330.295,20,1,25.632231
2008,11,1330.295,4,15,27.862583
2008,11,1330.295,4,7,30.764397
2008,11,1330.295,30,2,8.0989933
2008,11,1330.295,3,4,1
2009,11,2450.1814,16,12,50.573673
2009,11,2450.1814,46,9,28.143398
2009,11,2450.1814,10,10,45.556187
2009,11,2450.1814,35,14,39.512798
2009,11,2450.1814,36,3,20.857862
2009,11,2450.1814,22,5,34.954594
2009,11,2450.1814,32,11,57.633488
2009,11,2450.1814,23,13,46.390324
2009,11,2450.1814,4,7,30.533543
2009,11,2450.1814,24,6,8.0690546
2009,11,2450.1814,4,15,20.386148
2009,11,2450.1814,5,1,12.173777
2009,11,2450.1814,30,2,16.567171
2009,11,2450.1814,46,8,37.069157
2009,11,2450.1814,39,4,1.7601842
2010,11,1201.389,41,8,25.974302
2010,11,1201.389,5,1,10.270477
2010,11,1201.389,39,4,52.967407
2010,11,1201.389,43,14,25.083685
2010,11,1201.389,38,7,1
2010,11,1201.389,46,9,2.262511
2010,11,1201.389,35,5,24.124922
2010,11,1201.389,16,12,16.014332
2010,11,1201.389,36,3,18.513411
2010,11,1201.389,10,10,25.178003
2004,12,220.68842,20,6,38.21767
2004,12,220.68842,20,4,20.206079
2004,12,220.68842,23,7,37.351826
2004,12,220.68842,26,9,27.592026
2004,12,220.68842,41,8,16.841154
2004,12,220.68842,26,5,34.112133
2004,12,220.68842,6,2,12.347641
2004,12,220.68842,14,3,9.2947178
